mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.6664133548736573,0.0977321948197183,0.021094131469726562,0.01874184033341932,0.03,2,300,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7647058823529411,0.6666666666666666,0.6428571428571429,0.6451612903225806,0.5384615384615384,0.6515705041321739,0.07202519938170411,18
1.2975008964538575,0.05261781455266426,0.011362457275390625,0.0010839098772897455,0.2,4,300,"{'clf__learning_rate': 0.2, 'clf__max_depth': 4, 'clf__n_estimators': 300}",0.6666666666666666,0.7586206896551724,0.5925925925925926,0.5454545454545454,0.6666666666666666,0.6460002322071288,0.0728002493898093,19
1.5407127857208252,0.42649079052413014,0.0451202392578125,0.019104249961279837,0.2,2,300,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7333333333333333,0.5714285714285714,0.56,0.6875,0.6428571428571429,0.6390238095238094,0.06644215597572782,20
1.3938329219818115,0.2794289860148186,0.05156707763671875,0.01497835356238126,0.1,3,200,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 200}",0.6896551724137931,0.6666666666666666,0.6923076923076923,0.5,0.6428571428571429,0.638297334849059,0.07142339932450124,21
1.9525670528411865,0.1389976603069057,0.034896564483642575,0.02718972438584299,0.1,4,200,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 200}",0.6666666666666666,0.6896551724137931,0.6153846153846154,0.5806451612903226,0.5925925925925926,0.628988841669598,0.04230105326058861,22
0.8665389537811279,0.10040695317570145,0.026771354675292968,0.015019737623445804,0.2,3,100,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 100}",0.6428571428571429,0.6666666666666666,0.5833333333333334,0.6,0.6428571428571429,0.6271428571428571,0.030698593259592753,23
1.6310545921325683,0.05093961680972745,0.027650976181030275,0.010220485129263044,0.2,3,300,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 300}",0.6,0.6896551724137931,0.5384615384615384,0.625,0.64,0.6186233421750663,0.049630409670321424,24
2.9757670879364015,0.22293936812349877,0.046960973739624025,0.027846405660535277,0.1,4,300,"{'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 300}",0.6666666666666666,0.7142857142857143,0.56,0.5161290322580645,0.6153846153846154,0.6144932057190122,0.07117082196332096,25
0.643852949142456,0.08354950381796508,0.05876736640930176,0.005587297646350428,0.03,2,100,"{'clf__learning_rate': 0.03, 'clf__max_depth': 2, 'clf__n_estimators': 100}",0.6666666666666666,0.5833333333333334,0.5925925925925926,0.6875,0.5384615384615384,0.6137108262108262,0.0552818060094365,26
1.2930822849273682,0.23076400490787935,0.03976902961730957,0.025091855220143195,0.2,3,200,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 200}",0.5714285714285714,0.6896551724137931,0.56,0.625,0.5925925925925926,0.6077352672869913,0.046551206978235345,27
